Data;Produto;Volume (kg)
2022-03-31;Cebola;274
2022-08-10;Batata Inglesa;601
2022-05-24;Batata Inglesa;559
2022-04-11;Tomate;730
2022-08-31;Cebola;382
2022-02-14;Tomate;719
2022-10-18;Tomate;478
2022-11-18;Batata Inglesa;639
2022-10-24;Tomate;441
2022-04-12;Cebola;683
2022-08-22;Cebola;612
2022-12-19;Tomate;617
2022-07-20;Cebola;794
2022-06-10;Batata Inglesa;395
2022-07-18;Cebola;423
2022-11-23;Cebola;616
2022-10-25;Batata Inglesa;563
2022-08-09;Cebola;785
2022-01-26;Tomate;685
2022-02-23;Tomate;999
2022-07-14;Cebola;999
2022-08-11;Tomate;767
2022-06-02;Cebola;437
2022-08-25;Batata Inglesa;654
2022-05-02;Cebola;473
2022-10-24;Batata Inglesa;377
2022-10-31;Tomate;846
2022-11-08;Batata Inglesa;338
2022-04-26;Batata Inglesa;284
2022-09-30;Batata Inglesa;738
2022-07-25;Tomate;528
2022-05-10;Batata Inglesa;266
2022-08-17;Tomate;572
2022-10-18;Batata Inglesa;851
2022-03-14;Tomate;694
2022-07-21;Cebola;418
2022-11-14;Cebola;413
2022-02-18;Tomate;887
2022-06-06;Tomate;343
2022-09-06;Batata Inglesa;652
2022-08-23;Tomate;486
2022-07-01;Tomate;720
2022-02-11;Cebola;760
2022-08-23;Batata Inglesa;484
2022-05-02;Tomate;459
2022-05-17;Tomate;406
2022-02-08;Tomate;474
2022-07-29;Batata Inglesa;510
2022-10-14;Tomate;895
2022-08-29;Cebola;696
2022-12-26;Batata Inglesa;645
2022-08-25;Cebola;204
2022-04-27;Batata Inglesa;588
2022-07-18;Batata Inglesa;709
2022-08-18;Tomate;490
2022-01-06;Batata Inglesa;818
2022-10-18;Cebola;276
2022-08-31;Tomate;623
2022-06-30;Cebola;921
2022-09-22;Cebola;461
2022-06-28;Tomate;744
2022-05-17;Tomate;967
2022-05-31;Batata Inglesa;599
2022-12-01;Tomate;674
2022-03-31;Batata Inglesa;467
2022-03-17;Batata Inglesa;448
2022-12-15;Cebola;615
2022-06-27;Batata Inglesa;705
2022-01-12;Tomate;505
2022-01-10;Tomate;382
2022-03-29;Cebola;919
2022-06-06;Cebola;498
2022-06-10;Batata Inglesa;666
2022-07-14;Batata Inglesa;374
2022-01-11;Cebola;669
2022-06-09;Batata Inglesa;500
2022-11-28;Tomate;719
2022-09-23;Batata Inglesa;514
2022-07-20;Cebola;645
2022-09-26;Batata Inglesa;393
2022-11-16;Tomate;516
2022-02-11;Cebola;128
2022-05-13;Cebola;566
2022-07-06;Batata Inglesa;766
2022-05-25;Tomate;506
2022-03-24;Cebola;532
2022-04-14;Cebola;703
2022-03-22;Batata Inglesa;404
2022-09-01;Batata Inglesa;690
2022-03-17;Batata Inglesa;897
2022-03-09;Batata Inglesa;644
2022-05-30;Batata Inglesa;454
2022-05-09;Cebola;844
2022-09-12;Cebola;854
2022-02-23;Tomate;391
2022-06-29;Tomate;318
2022-09-02;Cebola;737
2022-02-21;Tomate;497
2022-01-06;Batata Inglesa;777
2022-02-17;Tomate;746
2022-05-09;Batata Inglesa;304
2022-05-23;Cebola;319
2022-12-05;Batata Inglesa;828
2022-05-11;Cebola;610
2022-06-23;Batata Inglesa;602
2022-04-01;Tomate;668
2022-10-31;Tomate;363
2022-12-01;Batata Inglesa;735
2022-05-30;Tomate;999
2022-10-25;Tomate;953
2022-05-13;Cebola;311
2022-07-01;Tomate;515
2022-07-01;Cebola;574
2022-06-13;Tomate;631
2022-11-01;Cebola;146
2022-04-04;Batata Inglesa;530
2022-03-24;Cebola;409
2022-04-01;Batata Inglesa;358
2022-09-28;Cebola;697
2022-03-31;Cebola;365
2022-02-07;Batata Inglesa;965
2022-10-20;Tomate;527
2022-10-14;Batata Inglesa;854
2022-05-24;Cebola;491
2022-11-09;Tomate;952
2022-03-04;Tomate;334
2022-12-21;Batata Inglesa;855
2022-02-22;Tomate;604
2022-06-17;Cebola;456
2022-06-30;Batata Inglesa;349
2022-06-10;Tomate;513
2022-08-05;Cebola;211
2022-12-21;Tomate;496
2022-08-03;Cebola;425
2022-11-17;Cebola;499
2022-05-13;Batata Inglesa;536
2022-05-05;Cebola;707
2022-09-30;Tomate;240
2022-04-15;Tomate;670
2022-09-20;Batata Inglesa;593
2022-02-14;Tomate;645
2022-05-25;Tomate;417
2022-12-06;Batata Inglesa;870
2022-01-04;Batata Inglesa;999
2022-04-07;Cebola;390
2022-09-09;Batata Inglesa;603
2022-05-16;Cebola;580
2022-08-02;Cebola;352
2022-08-05;Batata Inglesa;285
2022-04-18;Tomate;542
2022-02-18;Cebola;799
2022-09-16;Tomate;425
2022-10-18;Batata Inglesa;530
2022-02-08;Tomate;367
2022-07-26;Cebola;525
2022-04-08;Cebola;682
2022-07-22;Cebola;745
2022-12-26;Batata Inglesa;452
2022-09-06;Tomate;833
2022-02-07;Cebola;743
2022-03-30;Cebola;422
2022-12-21;Batata Inglesa;450
2022-04-25;Tomate;599
2022-11-29;Cebola;999
2022-12-15;Batata Inglesa;437
2022-09-08;Cebola;414
2022-09-30;Batata Inglesa;396
2022-06-14;Cebola;288
2022-03-24;Tomate;340
2022-08-26;Batata Inglesa;432
2022-08-17;Cebola;549
2022-12-15;Tomate;731
2022-08-22;Batata Inglesa;645
2022-11-29;Batata Inglesa;999
2022-12-05;Batata Inglesa;531
2022-08-31;Cebola;522
2022-08-01;Batata Inglesa;387
2022-10-04;Tomate;312
2022-06-21;Cebola;433
2022-08-02;Tomate;246
2022-11-11;Cebola;384
2022-09-30;Batata Inglesa;259
2022-11-02;Batata Inglesa;619
2022-10-05;Batata Inglesa;151
2022-03-31;Tomate;395
2022-06-01;Cebola;820
2022-09-15;Cebola;497
2022-08-12;Batata Inglesa;382
2022-08-09;Cebola;892
2022-12-20;Tomate;218
2022-02-24;Tomate;596
2022-01-05;Batata Inglesa;659
2022-05-12;Tomate;639
2022-09-23;Tomate;692
2022-09-28;Tomate;492
2022-11-01;Batata Inglesa;811
2022-12-15;Cebola;481
2022-02-17;Cebola;818
2022-03-24;Tomate;491
2022-12-12;Cebola;633
2022-01-20;Tomate;357
2022-09-19;Tomate;577
2022-02-07;Batata Inglesa;739
2022-02-15;Batata Inglesa;594
2022-06-27;Cebola;185
2022-10-17;Batata Inglesa;636
2022-11-30;Batata Inglesa;549
2022-02-24;Tomate;841
2022-03-01;Cebola;736
2022-09-01;Cebola;785
2022-12-07;Batata Inglesa;526
2022-12-19;Batata Inglesa;460
2022-11-09;Batata Inglesa;403
2022-11-02;Cebola;880
2022-07-20;Cebola;778
2022-04-21;Batata Inglesa;709
2022-10-13;Batata Inglesa;640
2022-03-29;Cebola;547
2022-01-06;Cebola;713
2022-06-02;Batata Inglesa;503
2022-12-23;Batata Inglesa;213
2022-08-31;Tomate;714
2022-03-07;Tomate;541
2022-01-04;Tomate;666
2022-07-04;Tomate;572
2022-08-30;Batata Inglesa;547
2022-05-30;Tomate;597
2022-12-06;Batata Inglesa;916
2022-12-01;Batata Inglesa;505
2022-05-24;Cebola;538
2022-04-01;Tomate;317
2022-08-10;Tomate;805
2022-05-25;Tomate;537
2022-09-13;Tomate;561
2022-05-06;Batata Inglesa;467
2022-08-19;Batata Inglesa;561
2022-03-25;Cebola;644
2022-02-15;Batata Inglesa;743
2022-05-05;Cebola;678
2022-06-16;Tomate;642
2022-06-27;Batata Inglesa;999
2022-04-18;Tomate;378
2022-05-30;Batata Inglesa;557
2022-06-03;Cebola;686
2022-04-20;Tomate;405
2022-04-25;Cebola;511
2022-11-25;Cebola;653
2022-01-12;Cebola;971
2022-12-28;Cebola;709
2022-09-15;Cebola;658
2022-09-06;Tomate;713
2022-09-29;Tomate;936
2022-03-17;Batata Inglesa;373
2022-03-01;Batata Inglesa;577
2022-01-13;Batata Inglesa;554
2022-10-20;Tomate;346
2022-06-20;Cebola;487
2022-08-09;Cebola;793
2022-11-15;Batata Inglesa;622
2022-06-17;Batata Inglesa;306
2022-02-23;Batata Inglesa;514
2022-06-24;Cebola;671
2022-06-30;Cebola;774
2022-08-17;Batata Inglesa;543
2022-10-13;Cebola;281
2022-03-07;Tomate;739
2022-04-29;Cebola;631
2022-11-23;Batata Inglesa;612
2022-06-07;Batata Inglesa;754
2022-03-31;Batata Inglesa;350
2022-07-14;Cebola;807
2022-04-04;Batata Inglesa;690
2022-10-18;Tomate;528
2022-05-16;Batata Inglesa;950
2022-02-25;Cebola;512
2022-05-23;Tomate;564
2022-02-11;Tomate;770
2022-04-20;Cebola;493
2022-07-29;Batata Inglesa;155
2022-01-05;Batata Inglesa;999
2022-03-21;Tomate;514
2022-07-13;Batata Inglesa;416
2022-10-05;Cebola;268
2022-03-23;Cebola;670
2022-02-11;Cebola;447
2022-06-02;Cebola;518
2022-12-07;Batata Inglesa;635
2022-12-14;Batata Inglesa;436
2022-12-05;Cebola;623
2022-07-15;Tomate;541
2022-06-29;Cebola;580
2022-06-30;Cebola;688
2022-10-28;Batata Inglesa;532
2022-04-21;Batata Inglesa;346
2022-05-23;Batata Inglesa;421
2022-09-29;Cebola;774
2022-04-27;Tomate;621
2022-08-24;Batata Inglesa;136
2022-07-15;Batata Inglesa;809
2022-07-05;Batata Inglesa;459
2022-03-17;Cebola;545
2022-11-02;Cebola;502
2022-11-03;Batata Inglesa;490
2022-02-21;Batata Inglesa;547
2022-03-25;Batata Inglesa;585
2022-02-23;Cebola;999
2022-05-18;Tomate;868
2022-06-06;Batata Inglesa;617
2022-09-01;Cebola;417
2022-04-28;Cebola;449
2022-12-15;Batata Inglesa;657
2022-01-20;Cebola;473
2022-01-05;Tomate;440
2022-09-15;Batata Inglesa;584
2022-05-30;Batata Inglesa;497
2022-04-05;Cebola;319
2022-08-01;Batata Inglesa;125
2022-11-10;Cebola;163
2022-12-12;Tomate;913
2022-03-18;Tomate;344
2022-05-05;Cebola;663
2022-08-02;Tomate;317
2022-02-04;Cebola;421
2022-04-08;Batata Inglesa;686
2022-08-24;Tomate;632
2022-10-19;Tomate;254
2022-08-19;Batata Inglesa;321
2022-04-04;Batata Inglesa;477
2022-02-25;Tomate;621
2022-04-11;Cebola;392
2022-10-31;Cebola;226
2022-11-22;Batata Inglesa;475
2022-08-01;Tomate;678
2022-12-29;Batata Inglesa;427
2022-04-27;Cebola;359
2022-07-04;Cebola;573
2022-08-23;Cebola;999
2022-08-23;Batata Inglesa;560
2022-08-30;Cebola;999
2022-03-22;Cebola;512
2022-05-10;Cebola;993
2022-10-25;Batata Inglesa;471
2022-09-28;Tomate;478
2022-08-25;Cebola;315
2022-03-02;Cebola;393
2022-08-22;Batata Inglesa;884
2022-11-23;Batata Inglesa;814
2022-10-07;Tomate;183
2022-09-26;Cebola;517
2022-03-04;Cebola;266
2022-05-12;Cebola;305
2022-10-18;Tomate;836
2022-11-02;Cebola;478
2022-06-17;Cebola;135
2022-06-08;Batata Inglesa;622
2022-11-21;Batata Inglesa;757
2022-12-13;Tomate;478
2022-05-12;Batata Inglesa;195
2022-03-02;Cebola;403
2022-07-12;Cebola;704
2022-04-18;Tomate;841
2022-03-23;Tomate;691
2022-10-31;Cebola;846
2022-09-08;Tomate;592
2022-07-18;Tomate;548
2022-10-17;Batata Inglesa;841
2022-01-06;Batata Inglesa;960
2022-08-10;Tomate;798
2022-09-26;Tomate;797
2022-10-20;Cebola;817
2022-11-09;Batata Inglesa;265
2022-05-02;Batata Inglesa;869
2022-05-11;Tomate;100
2022-07-14;Tomate;952
2022-10-07;Cebola;347
2022-10-26;Cebola;605
2022-12-13;Batata Inglesa;145
2022-07-14;Batata Inglesa;597
2022-07-04;Cebola;602
2022-12-22;Tomate;821
2022-09-30;Cebola;782
2022-10-26;Cebola;992
2022-10-12;Batata Inglesa;230
2022-08-08;Batata Inglesa;780
2022-12-07;Tomate;639
2022-06-28;Tomate;828
2022-01-03;Tomate;679
2022-03-25;Batata Inglesa;430
2022-06-09;Batata Inglesa;405
2022-01-13;Batata Inglesa;849
2022-03-04;Cebola;622
2022-03-03;Cebola;708
2022-05-23;Tomate;488
2022-04-08;Cebola;430
2022-12-27;Cebola;580
2022-05-16;Batata Inglesa;533
2022-11-03;Cebola;565
2022-12-14;Batata Inglesa;992
2022-07-21;Tomate;391
2022-05-18;Tomate;914
2022-01-13;Batata Inglesa;646
2022-08-24;Cebola;343
2022-02-07;Tomate;517
2022-10-04;Cebola;206
2022-11-21;Tomate;384
2022-03-17;Batata Inglesa;230
2022-02-03;Cebola;553
2022-08-25;Batata Inglesa;774
2022-05-31;Batata Inglesa;799
2022-06-16;Cebola;722
2022-11-14;Tomate;510
2022-09-08;Tomate;463
2022-10-11;Cebola;462
2022-09-21;Batata Inglesa;918
2022-11-11;Batata Inglesa;391
2022-03-15;Cebola;347
2022-12-20;Batata Inglesa;695
2022-06-02;Tomate;614
2022-05-10;Batata Inglesa;433
2022-10-18;Cebola;751
2022-10-28;Tomate;454
2022-11-24;Batata Inglesa;461
2022-02-21;Cebola;832
2022-08-08;Cebola;731
2022-11-08;Tomate;999
2022-01-03;Tomate;924
2022-12-22;Tomate;187
2022-12-08;Batata Inglesa;426
2022-05-19;Tomate;338
2022-05-04;Tomate;614
2022-04-26;Cebola;281
2022-10-25;Batata Inglesa;730
2022-04-14;Batata Inglesa;601
2022-04-29;Tomate;198
2022-08-30;Cebola;769
2022-03-07;Batata Inglesa;370
2022-07-27;Cebola;532
2022-04-25;Batata Inglesa;463
2022-01-27;Batata Inglesa;607
2022-03-03;Tomate;562
2022-07-06;Tomate;653
2022-04-15;Batata Inglesa;186
2022-10-07;Batata Inglesa;569
2022-06-10;Tomate;694
2022-05-04;Tomate;229
2022-10-06;Batata Inglesa;572
2022-06-02;Tomate;353
2022-11-21;Batata Inglesa;726
2022-10-06;Cebola;822
2022-01-03;Tomate;100
2022-06-10;Tomate;461
2022-06-29;Batata Inglesa;301
2022-01-06;Batata Inglesa;295
2022-08-24;Cebola;138
2022-08-02;Cebola;468
2022-11-07;Cebola;748
2022-09-26;Cebola;845
2022-08-05;Cebola;503
2022-10-05;Batata Inglesa;409
2022-10-07;Cebola;824
2022-12-27;Cebola;813
2022-05-25;Batata Inglesa;514
2022-12-21;Batata Inglesa;368
2022-12-14;Batata Inglesa;664
2022-01-06;Cebola;251
2022-08-01;Tomate;345
2022-10-31;Batata Inglesa;700
2022-05-25;Batata Inglesa;477
2022-07-07;Tomate;901
2022-03-25;Batata Inglesa;432
2022-07-01;Tomate;249
2022-03-29;Batata Inglesa;581
2022-08-09;Batata Inglesa;725
2022-11-16;Cebola;376
2022-04-04;Tomate;670
2022-07-13;Tomate;393
2022-06-01;Cebola;402
2022-01-28;Tomate;690
2022-11-18;Cebola;379
2022-12-02;Tomate;280
2022-04-08;Cebola;900
2022-09-20;Cebola;341
2022-10-17;Batata Inglesa;397
2022-11-04;Tomate;878
2022-02-16;Tomate;318
2022-05-18;Batata Inglesa;273
2022-04-21;Batata Inglesa;452
2022-12-28;Cebola;999
2022-09-21;Batata Inglesa;446
2022-09-07;Batata Inglesa;759
2022-01-13;Batata Inglesa;502
2022-01-14;Cebola;628
2022-03-04;Tomate;533
2022-01-07;Cebola;605
2022-12-07;Cebola;749
2022-09-15;Cebola;695
2022-09-30;Cebola;799
2022-07-01;Cebola;423
2022-10-14;Batata Inglesa;950
2022-02-02;Batata Inglesa;329
2022-06-01;Cebola;486
2022-02-04;Cebola;609
2022-02-22;Batata Inglesa;323
2022-07-25;Cebola;558
2022-06-13;Tomate;288
2022-10-04;Cebola;100
2022-04-21;Batata Inglesa;573
2022-10-26;Cebola;667
2022-07-29;Cebola;644
2022-07-12;Batata Inglesa;502
2022-12-14;Tomate;697
2022-06-20;Batata Inglesa;511
2022-04-14;Tomate;626
2022-02-24;Tomate;851
2022-09-21;Batata Inglesa;788
2022-09-26;Tomate;685
2022-12-22;Tomate;561
2022-11-08;Tomate;582
2022-05-09;Cebola;568
2022-09-30;Tomate;644
2022-10-17;Cebola;767
2022-02-18;Cebola;571
2022-04-13;Batata Inglesa;680
2022-07-19;Tomate;431
2022-08-10;Cebola;281
2022-10-05;Tomate;308
2022-11-29;Cebola;817
2022-08-05;Batata Inglesa;461
2022-06-15;Tomate;380
2022-03-01;Tomate;534
2022-08-17;Batata Inglesa;799
2022-08-04;Cebola;453
2022-01-14;Tomate;421
2022-09-07;Cebola;603
2022-02-11;Cebola;658
2022-06-28;Cebola;757
2022-01-04;Cebola;522
2022-07-18;Batata Inglesa;787
2022-06-24;Tomate;756
2022-10-21;Cebola;717
2022-03-15;Cebola;574
2022-01-25;Tomate;636
2022-08-24;Cebola;366
2022-03-09;Tomate;741
2022-09-28;Tomate;662
2022-01-17;Batata Inglesa;442
2022-08-18;Batata Inglesa;848
2022-11-23;Tomate;617
2022-02-15;Batata Inglesa;640
2022-04-06;Batata Inglesa;311
2022-06-17;Batata Inglesa;491
2022-10-27;Tomate;478
2022-05-13;Batata Inglesa;516
2022-12-08;Tomate;282
2022-03-16;Batata Inglesa;501
2022-04-19;Tomate;584
2022-02-02;Tomate;999
2022-08-15;Cebola;320
2022-04-29;Batata Inglesa;352
2022-06-06;Tomate;302
2022-09-26;Cebola;536
2022-03-01;Cebola;503
2022-03-04;Batata Inglesa;440
2022-10-27;Batata Inglesa;391
2022-09-29;Tomate;727
2022-08-11;Cebola;437
2022-03-31;Cebola;586
2022-09-16;Cebola;476
2022-05-30;Batata Inglesa;699
2022-10-18;Cebola;326
2022-05-06;Cebola;899
2022-11-23;Cebola;531
2022-02-04;Tomate;512
2022-11-24;Batata Inglesa;603
2022-04-29;Cebola;335
2022-05-06;Batata Inglesa;692
2022-06-23;Cebola;655
2022-11-15;Cebola;462
2022-02-17;Batata Inglesa;307
2022-06-09;Batata Inglesa;704
2022-09-15;Cebola;620
2022-12-07;Cebola;763
2022-01-28;Tomate;509
2022-04-19;Tomate;626
2022-01-31;Cebola;603
2022-02-17;Cebola;571
2022-05-25;Cebola;565
2022-04-20;Tomate;552
2022-12-06;Cebola;267
2022-03-08;Tomate;100
2022-07-21;Batata Inglesa;944
2022-02-03;Tomate;366
2022-03-29;Batata Inglesa;239
2022-06-10;Cebola;201
2022-01-31;Cebola;470
2022-03-02;Tomate;511
2022-04-15;Batata Inglesa;459
2022-03-25;Tomate;376
2022-03-30;Cebola;612
2022-06-10;Cebola;484
2022-05-03;Tomate;587
2022-09-02;Cebola;619
2022-09-13;Cebola;257
2022-11-29;Batata Inglesa;565
2022-05-13;Tomate;501
2022-02-25;Tomate;750
2022-04-04;Batata Inglesa;443
2022-04-12;Tomate;544
2022-07-19;Cebola;890
2022-07-28;Cebola;787
2022-01-12;Batata Inglesa;424
2022-04-06;Cebola;578
2022-03-02;Cebola;605
2022-01-17;Cebola;458
2022-02-23;Tomate;455
2022-02-07;Batata Inglesa;580
2022-04-13;Batata Inglesa;617
2022-12-13;Batata Inglesa;744
2022-02-04;Cebola;499
2022-11-22;Cebola;682
2022-01-28;Tomate;568
2022-01-06;Tomate;722
2022-11-16;Cebola;777
2022-02-25;Cebola;519
2022-07-18;Cebola;783
2022-05-11;Tomate;302
2022-12-08;Tomate;517
2022-01-13;Tomate;179
2022-03-09;Tomate;953
2022-10-14;Batata Inglesa;606
2022-03-10;Batata Inglesa;663
2022-08-09;Tomate;732
2022-11-04;Cebola;414
2022-09-12;Batata Inglesa;387
2022-10-13;Batata Inglesa;497
2022-09-16;Cebola;695
2022-12-29;Cebola;852
2022-03-14;Tomate;443
2022-05-05;Batata Inglesa;595
2022-11-14;Tomate;370
2022-11-25;Tomate;575
2022-04-20;Batata Inglesa;561
2022-06-24;Batata Inglesa;401
2022-08-01;Cebola;501
2022-02-11;Batata Inglesa;474
2022-12-21;Tomate;262
2022-08-16;Batata Inglesa;794
2022-05-04;Batata Inglesa;451
2022-03-22;Cebola;896
2022-09-09;Cebola;797
2022-07-20;Tomate;461
2022-11-22;Batata Inglesa;653
2022-03-03;Tomate;845
2022-08-08;Batata Inglesa;450
2022-05-05;Tomate;611
2022-01-17;Tomate;862
2022-09-09;Batata Inglesa;620
2022-12-15;Tomate;994
2022-02-28;Batata Inglesa;625
2022-05-24;Tomate;659
2022-01-25;Tomate;588
2022-07-13;Batata Inglesa;501
2022-06-23;Batata Inglesa;483
2022-07-20;Tomate;441
2022-10-17;Tomate;746
2022-09-15;Tomate;747
2022-04-06;Batata Inglesa;598
2022-08-16;Batata Inglesa;300
2022-04-29;Batata Inglesa;324
2022-09-30;Cebola;238
2022-05-27;Cebola;322
2022-08-23;Cebola;712
2022-10-31;Cebola;648
2022-04-01;Cebola;425
2022-03-09;Batata Inglesa;777
2022-09-13;Batata Inglesa;248
2022-10-03;Cebola;567
2022-02-23;Tomate;858
2022-03-08;Tomate;549
2022-12-05;Batata Inglesa;324
2022-09-06;Tomate;818
2022-02-21;Tomate;685
2022-07-18;Tomate;607
2022-07-18;Cebola;206
2022-08-17;Batata Inglesa;758
2022-11-30;Batata Inglesa;524
2022-09-28;Cebola;753
2022-07-04;Batata Inglesa;256
2022-07-26;Batata Inglesa;853
2022-08-29;Batata Inglesa;521
2022-08-19;Cebola;703
2022-09-13;Batata Inglesa;999
2022-01-14;Cebola;895
2022-12-22;Tomate;283
2022-11-30;Cebola;810
2022-06-02;Tomate;371
2022-01-20;Batata Inglesa;548
2022-04-07;Tomate;760
2022-05-18;Tomate;393
2022-12-20;Tomate;631
2022-06-17;Cebola;394
2022-08-30;Tomate;276
2022-07-11;Cebola;706
2022-03-29;Tomate;468
2022-07-01;Tomate;355
2022-08-09;Tomate;311
2022-09-19;Cebola;100
2022-10-20;Batata Inglesa;548
2022-12-12;Cebola;538
2022-08-04;Tomate;416
2022-09-27;Batata Inglesa;600
2022-08-25;Batata Inglesa;100
2022-12-29;Batata Inglesa;805
2022-05-23;Batata Inglesa;712
2022-07-21;Cebola;902
2022-09-15;Tomate;100
2022-11-02;Batata Inglesa;751
2022-10-28;Tomate;534
2022-09-06;Cebola;437
2022-11-30;Tomate;423
2022-07-22;Batata Inglesa;843
2022-03-02;Cebola;257
2022-09-06;Batata Inglesa;423
2022-04-06;Batata Inglesa;630
2022-02-24;Batata Inglesa;493
2022-08-01;Tomate;806
2022-02-24;Batata Inglesa;437
2022-09-08;Tomate;693
2022-05-17;Batata Inglesa;388
2022-05-31;Cebola;684
2022-09-21;Batata Inglesa;266
2022-04-06;Batata Inglesa;142
2022-10-21;Cebola;790
2022-08-29;Tomate;688
2022-06-14;Batata Inglesa;315
2022-08-01;Cebola;606
2022-04-25;Batata Inglesa;552
2022-08-26;Tomate;577
2022-10-21;Tomate;678
2022-10-28;Cebola;484
2022-06-27;Cebola;540
2022-12-09;Tomate;249
2022-09-29;Batata Inglesa;378
2022-08-18;Tomate;495
2022-01-11;Tomate;557
2022-07-22;Batata Inglesa;434
2022-08-16;Cebola;192
2022-02-04;Batata Inglesa;432
2022-04-26;Cebola;426
2022-07-01;Tomate;530
2022-05-31;Batata Inglesa;795
2022-05-05;Batata Inglesa;330
2022-02-04;Tomate;749
2022-11-30;Cebola;321
2022-11-30;Batata Inglesa;276
2022-02-21;Batata Inglesa;929
2022-01-25;Tomate;766
2022-12-05;Batata Inglesa;541
2022-10-28;Batata Inglesa;577
2022-09-15;Tomate;609
2022-04-25;Batata Inglesa;627
2022-02-22;Tomate;390
2022-04-18;Tomate;477
2022-02-14;Tomate;623
2022-07-22;Tomate;306
2022-01-14;Tomate;651
2022-03-11;Tomate;657
2022-02-28;Batata Inglesa;100
2022-06-17;Batata Inglesa;999
2022-05-12;Batata Inglesa;502
2022-05-03;Tomate;615
2022-07-01;Tomate;528
2022-11-09;Cebola;863
2022-06-15;Cebola;472
2022-10-10;Tomate;625
2022-05-30;Cebola;593
2022-05-05;Batata Inglesa;784
2022-12-08;Batata Inglesa;372
2022-11-23;Cebola;372
2022-08-08;Cebola;544
2022-09-14;Batata Inglesa;550
2022-06-13;Batata Inglesa;637
2022-08-01;Tomate;384
2022-05-10;Tomate;739
2022-08-12;Tomate;885
2022-06-27;Batata Inglesa;664
2022-04-08;Cebola;406
2022-05-11;Cebola;999
2022-12-02;Tomate;671
2022-10-04;Tomate;310
2022-10-20;Tomate;480
2022-06-24;Batata Inglesa;805
2022-05-25;Cebola;312
2022-08-30;Batata Inglesa;729
2022-09-05;Batata Inglesa;634
2022-05-24;Cebola;150
2022-07-04;Batata Inglesa;466
2022-03-15;Cebola;520
2022-01-19;Cebola;561
2022-03-04;Tomate;790
2022-03-07;Batata Inglesa;819
2022-11-29;Batata Inglesa;907
2022-07-11;Batata Inglesa;377
2022-11-14;Tomate;415
2022-02-10;Tomate;999
2022-07-20;Tomate;894
2022-02-10;Batata Inglesa;841
2022-01-14;Cebola;498
2022-02-21;Tomate;700
2022-11-10;Tomate;463
2022-06-01;Batata Inglesa;712
2022-09-09;Tomate;100
2022-12-20;Batata Inglesa;429
2022-03-09;Tomate;322
2022-01-26;Batata Inglesa;655
2022-06-13;Batata Inglesa;586
2022-06-28;Batata Inglesa;466
2022-03-14;Tomate;430
2022-11-17;Batata Inglesa;872
2022-03-23;Cebola;300
2022-04-20;Batata Inglesa;334
2022-11-14;Batata Inglesa;589
2022-12-23;Batata Inglesa;656
2022-09-05;Cebola;999
2022-04-19;Cebola;814
2022-11-24;Tomate;604
2022-10-11;Tomate;395
2022-02-21;Cebola;914
2022-06-01;Tomate;476
2022-04-25;Cebola;971
2022-10-25;Batata Inglesa;977
2022-05-27;Cebola;608
2022-02-23;Cebola;260
2022-12-26;Cebola;408
2022-10-18;Cebola;282
2022-03-31;Batata Inglesa;709
2022-08-02;Cebola;427
2022-05-11;Cebola;279
2022-07-28;Batata Inglesa;953
2022-09-02;Tomate;254
2022-08-11;Batata Inglesa;488
2022-08-05;Cebola;298
2022-11-11;Cebola;414
2022-09-21;Tomate;519
2022-04-08;Tomate;716
2022-03-31;Batata Inglesa;931
2022-01-17;Cebola;490
2022-05-10;Batata Inglesa;514
2022-07-08;Cebola;930
2022-03-22;Tomate;562
2022-03-31;Cebola;491
2022-12-28;Cebola;271
2022-08-05;Cebola;212
2022-12-20;Tomate;217
2022-01-25;Batata Inglesa;172
2022-05-19;Batata Inglesa;565
2022-08-29;Tomate;643
2022-03-18;Cebola;692
2022-12-21;Tomate;619
2022-05-02;Tomate;487
2022-05-05;Tomate;593
2022-02-07;Batata Inglesa;246
2022-05-05;Batata Inglesa;773
2022-02-02;Cebola;246
2022-09-13;Tomate;727
2022-09-02;Batata Inglesa;476
2022-03-29;Tomate;402
2022-03-11;Tomate;779
2022-04-06;Batata Inglesa;555
2022-06-29;Batata Inglesa;479
2022-12-08;Tomate;519
2022-11-29;Batata Inglesa;667
2022-06-01;Batata Inglesa;927
2022-03-23;Cebola;622
2022-07-25;Cebola;836
2022-12-19;Cebola;669
2022-04-18;Cebola;895
2022-09-05;Tomate;452
2022-11-11;Tomate;718
2022-01-24;Batata Inglesa;998
2022-02-04;Cebola;613
2022-03-09;Batata Inglesa;957
2022-09-09;Batata Inglesa;455
2022-08-12;Cebola;653
2022-11-24;Batata Inglesa;560
2022-07-20;Batata Inglesa;325
2022-09-19;Cebola;563
2022-01-24;Cebola;554
2022-11-25;Batata Inglesa;712
2022-10-27;Cebola;645
2022-11-08;Cebola;736
2022-08-05;Cebola;806
2022-10-27;Tomate;754
2022-05-31;Batata Inglesa;941
2022-08-01;Batata Inglesa;412
2022-04-13;Tomate;624
2022-07-26;Cebola;639
2022-03-03;Batata Inglesa;359
2022-07-13;Tomate;397
2022-03-04;Batata Inglesa;188
2022-04-26;Batata Inglesa;241
2022-06-06;Batata Inglesa;450
2022-11-21;Tomate;430
2022-06-24;Tomate;261
2022-04-20;Tomate;545
2022-12-30;Tomate;519
2022-06-08;Cebola;485
